brandName,modelName,bodyStyleName,cylinderCapacityValue,enginePowerValue,mileageValue,accident,age,sellingPrice
Toyota,iQ,Compacte,998,50,68000,0, 8.25 ,5900
Peugeot,508 SW,Break,1997,100,92000,0, 5.67 ,12950
Peugeot,508 SW,Break,1560,84,52060,0, 3.23 ,15000
Volkswagen,Golf GTI,Berline,1984,155,71053,0, 6.67 ,16250
Skoda,Rapid Spaceback,Compacte,1197,66,6065,0, 1.24 ,15999
Volvo,V60,Break,1969,140,18600,0, 0.99 ,24990
Nissan,Navara,Van,2488,140,116000,0, 4.50 ,21950
Renault,Master,Van,2300,110,57000,0, 3.83 ,14950
Toyota,Auris,Berline,1798,73,79400,0, 4.25 ,13990
Renault,Kadjar,Berline,1461,81,25560,0, 1.41 ,18900
BMW,116 3-TÍ_rer,Compacte,1496,85,57000,0, 1.83 ,17990
Peugeot,308,Berline,1560,85,31886,0, 1.53 ,17280
BMW,116 5-TÍ_rer,Berline,1496,85,58945,0, 2.16 ,19750
Audi,Q5,4x4,1968,120,120000,0, 6.67 ,22900
BMW,320 Limousine,Berline,1995,120,96000,0, 5.33 ,16950
Mercedes-Benz,C 220,Coupe,2143,125,7760,0, 0.08 ,41950
Kia,Cee'd Sportswagon,Break,1400,66,41556,0, 2.67 ,13990
Fiat,Ducato,Van,2000,85,33000,0, 3.83 ,12950
BMW,X4,4x4,1995,140,98000,0, 3.16 ,34999
Audi,A5,Cabriolet,1984,185,12500,0, 0.58 ,62900
Abarth,595 C Turismo,Cabriolet,1368,118,2480,0, 2.58 ,21990
Audi,A5,Berline,1968,140,25000,0, 0.82 ,51300
Volvo,V40,Berline,1969,90,25750,0, 0.66 ,19495
BMW,640 Gran Coupe,Coupe,2993,230,93500,0, 3.67 ,52900
Citroen,Berlingo,Monovolume/Camionnette,1560,66,85000,0, 7.83 ,7250
Volkswagen,Caddy,Monovolume/Camionnette,1968,75,9500,0, 0.33 ,24900
Opel,Meriva,Monovolume/Camionnette,1364,88,5000,0, 0.33 ,14900
Opel,Astra,Berline,1398,74,110319,0, 7.67 ,7650
Volkswagen,Polo,Berline,999,55,16000,0, 0.74 ,12799
Audi,A1,Berline,1598,66,119000,0, 4.41 ,11990
Volvo,S60,4x4,2400,140,26000,0, 1.66 ,34950
Renault,Clio,Berline,1461,50,174464,0, 10.42 ,4750
Volkswagen,Golf VII,Berline,1197,81,2000,0, 0.24 ,21950
Volkswagen,Touran,Monovolume/Camionnette,1896,66,145000,0, 8.42 ,6999
Citroen,C4,Berline,1360,65,109950,0, 9.67 ,4950
Mercedes-Benz,CLA 200,Berline,1800,100,32250,0, 4.08 ,20999
Volvo,XC60,4x4,1969,140,25600,0, 1.16 ,32995
Peugeot,3008,4x4,1560,80,129000,0, 7.25 ,7950
Peugeot,2008,4x4,1560,88,13077,0, 1.07 ,18480
Ford,B-MAX,Monovolume/Camionnette,1560,70,50000,0, 3.83 ,10995
Mercedes-Benz,E 350,Coupe,2987,185,50000,0, 4.16 ,28999
Citroen,C4 Aircross,Berline,1560,84,39500,0, 3.16 ,13900
BMW,316 Touring,Break,1995,85,120000,0, 6.08 ,10500
Mercedes-Benz,C 220,Berline,2143,125,11490,0, 1.41 ,36900
Opel,Meriva,Monovolume/Camionnette,1248,70,98000,0, 5.50 ,6500
Citroen,C1,Compacte,998,50,10254,0, 1.41 ,9990
Porsche,911,Cabriolet,3596,239,85000,0, 9.58 ,49900
Opel,Insignia,Berline,1956,88,42000,0, 3.58 ,16900
BMW,2 GRAN TOURER DIESEL,Break,1995,110,44991,0, 1.37 ,19990
Citroen,C4 Picasso,Monovolume/Camionnette,1560,80,187000,0, 9.58 ,3999
Opel,Meriva,Monovolume/Camionnette,1248,55,110000,0, 6.33 ,6800
Nissan,Navara,4x4,2298,141,30000,0, 1.24 ,29995
Citroen,C1,Berline,1199,60,10000,0, 0.74 ,10021
Renault,Kadjar,Berline,1461,81,15147,0, 0.58 ,20250
Volvo,XC60,4x4,1969,140,18500,0, 1.16 ,33950
Chevrolet,sportvan,Break,5000,147,1566,0, 49.15 ,9999
Chevrolet,Spark,Compacte,995,50,48000,0, 7.67 ,5350
Mercedes-Benz,S 320,Berline,2987,173,110000,0, 10.67 ,18500
Volkswagen,Polo,Berline,1422,51,185000,0, 11.08 ,4600
Peugeot,508,Berline,1997,133,9550,0, 1.66 ,20900
Opel,Corsa,Compacte,998,48,41000,0, 4.16 ,6990
Fiat,Grande Punto,Berline,1248,63,92000,0, 6.00 ,5500
Volkswagen,Golf,Berline,1598,85,10000,0, 0.41 ,21950
Suzuki,SX4,Monovolume/Camionnette,1560,66,109000,0, 9.08 ,4950
Audi,Q3,4x4,1968,100,80788,0, 5.75 ,21900
MINI,Cooper D,Berline,1560,80,72900,0, 7.75 ,12990
Seat,Altea,Monovolume/Camionnette,1598,77,108500,0, 6.58 ,8750
Volvo,V40 Cross Country,Berline,1560,84,63550,0, 2.83 ,16990
BMW,316 Touring,Break,1995,85,77500,0, 4.41 ,16750
Audi,A3,Berline,1598,77,42800,0, 3.58 ,16490
Volvo,XC60,4x4,1984,120,101500,0, 5.58 ,16350
Audi,A4 Allroad,Break,1968,140,5500,0, 0.24 ,49900
Fiat,Ducato,Van,1997,62,185548,0, 11.59 ,5750
Peugeot,2008,4x4,1199,81,10234,0, 0.67 ,14071
Skoda,Superb Combi,Break,1598,77,161920,0, 5.41 ,9075
Mercedes-Benz,B 180,Berline,1499,80,82000,0, 3.50 ,18900
Fiat,Tipo,Berline,1368,70,3500,0, 0.41 ,12900
Opel,Antara,4x4,2231,120,65500,0, 5.33 ,11500
Mercedes-Benz,C 180,Break,1598,85,27249,0, 2.58 ,24991
Opel,ADAM,Compacte,1229,51,10589,0, 1.74 ,11850
BMW,116 5-TÍ_rer,Berline,1995,85,142000,0, 8.08 ,8250
Volkswagen,Caddy,Monovolume/Camionnette,1598,75,120000,0, 3.16 ,14950
MINI,Cooper D,Berline,1598,82,90125,0, 7.00 ,11290
Audi,A3,Berline,1395,81,54000,0, 3.67 ,22490
Kia,Pro_Cee'd,Compacte,1396,74,57000,0, 2.91 ,12450
Volvo,XC70,4x4,2400,120,107699,0, 5.58 ,19200
Ford,C-MAX,Monovolume/Camionnette,1560,80,169000,0, 7.83 ,5500
Porsche,Panamera,Berline,3605,220,88000,0, 6.08 ,42900
Volkswagen,Passat Variant,Break,1598,77,100000,0, 3.33 ,15000
Land Rover,Discovery,4x4,2993,155,85397,0, 6.67 ,29950
Peugeot,107,Berline,998,50,38759,0, 3.67 ,6650
Toyota,Yaris,Berline,998,48,151751,0, 12.59 ,2750
Porsche,911,Coupe,3824,261,62000,0, 11.42 ,48950
BMW,Fiesta,Berline,1995,90,48000,0, 7.58 ,11450
Audi,A6,Berline,1968,100,96812,0, 7.92 ,12990
Opel,Insignia,Break,1956,96,89975,0, 0.16 ,12900
BMW,114 5-TÍ_rer,Berline,1598,75,32000,0, 3.99 ,16900
Hyundai,i30,Break,1396,66,88949,0, 4.91 ,9990
Audi,A4,Break,1968,88,46000,0, 5.58 ,17995
Infiniti,Q50 2.2d,Berline,2143,125,43270,0, 2.50 ,21499
Volvo,V40,Berline,1560,84,73480,0, 2.99 ,13450
Peugeot,107,Compacte,998,50,11520,0, 3.43 ,5900
Volkswagen,Polo,Berline,1199,55,78932,0, 4.50 ,8200
Volkswagen,Polo,Berline,1395,110,50683,0, 1.41 ,18500
Ford,Focus,Berline,1560,85,46000,0, 2.58 ,14490
BMW,318 Limousine,Berline,1995,105,102000,0, 7.58 ,10495
BMW,116 5-TÍ_rer,Berline,1496,85,24470,0, 0.91 ,26990
Volkswagen,Passat Variant VIII,Berline,1968,110,55000,0, 2.08 ,25999
Mercedes-Benz,Sprinter,Van,2148,70,133000,0, 6.83 ,9995
Audi,RS3,Berline,2480,270,32900,0, 1.66 ,51900
Ford,S-Max,Monovolume/Camionnette,1997,120,90900,0, 3.70 ,19400
Mazda,MX-5,Cabriolet,1798,93,30089,0, 4.67 ,17450
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1598,81,38000,0, 2.16 ,18990
BMW,116 3-TÍ_rer,Berline,1598,85,104000,0, 4.58 ,14900
Honda,CR-V,4x4,1597,88,51594,0, 3.83 ,16790
Fiat,500,Compacte,1242,51,33000,0, 5.16 ,9600
Mercedes-Benz,A 180,Berline,1461,80,75350,0, 4.67 ,18000
Skoda,Octavia,Berline,1598,77,55000,0, 4.67 ,9990
Nissan,Juke,Compacte,1598,86,59500,0, 6.55 ,9900
Skoda,Fabia,Berline,1198,44,69000,0, 7.67 ,4990
BMW,116 5-TÍ_rer,Berline,1598,100,89000,0, 5.58 ,12990
Volkswagen,Golf,Berline,1968,110,6000,0, 0.24 ,28490
Volkswagen,Golf VI,Break,1598,77,232434,0, 7.42 ,5999
Mazda,CX-5,4x4,2191,129,43000,0, 3.74 ,22950
Volvo,V50,Break,1560,80,128000,0, 8.16 ,8400
Chevrolet,Camaro,Coupe,6198,298,13000,0, 3.58 ,37900
Land Rover,Range Rover Sport,4x4,2993,188,67000,0, 4.41 ,37995
Opel,Vivaro,Van,2463,99,197000,0, 12.42 ,4500
Volkswagen,Karmann Ghia Saxomat '70,Coupe,1584,39,122076,0, 47.86 ,29950
Audi,A6,Berline,1968,100,35000,0, 1.83 ,32900
Ford,S-Max,Monovolume/Camionnette,1997,110,17500,0, 0.99 ,27490
Mercedes-Benz,C 220,Berline,2143,120,37926,0, 3.83 ,22899
Mercedes-Benz,AMG GT S,Coupe,3982,375,19000,0, 1.58 ,104900
Volkswagen,Golf Cabriolet,Cabriolet,1598,77,42000,0, 4.74 ,15800
Mercedes-Benz,C 180,Break,1598,85,61000,0, 1.91 ,28990
Opel,Zafira,Monovolume/Camionnette,1364,103,9036,0, 0.82 ,19999
Peugeot,5008,Monovolume/Camionnette,1997,110,2500,0, 0.05 ,35990
Lexus,GX 460,4x4,4600,218,101,0, 0.08 ,59500
Peugeot,208,Compacte,1398,50,125000,0, 5.25 ,6999
Mercedes-Benz,A 180,Berline,1461,80,33590,0, 1.74 ,21750
Peugeot,308,Compacte,1560,73,14681,0, 1.66 ,15500
BMW,316 Touring,Break,1995,85,117000,0, 4.08 ,14400
Audi,A5,Berline,1798,125,63000,0, 4.74 ,20990
Peugeot,2008,4x4,1199,60,20909,0, 2.25 ,12970
Volkswagen,Highline BlueMotion 1.6 CRTDI,Break,1598,77,179380,0, 5.08 ,7450
Mercedes-Benz,CLA 200,Berline,1796,100,180144,0, 3.83 ,17850
Opel,Insignia,Berline,1956,96,91406,0, 4.91 ,10799
Ford,Grand C-MAX,Monovolume/Camionnette,1560,85,74000,0, 6.33 ,10900
Volkswagen,up!,Berline,999,55,14724,0, 0.82 ,9990
Peugeot,208,Berline,999,50,15342,0, 2.16 ,9490
Volvo,V60,Break,1969,110,27000,0, 2.25 ,23950
Skoda,Octavia,Compacte,1598,77,109930,0, 4.74 ,9950
Opel,Insignia,Break,1956,103,72500,0, 3.74 ,15999
Peugeot,308,Compacte,1560,73,29590,0, 1.41 ,15590
Opel,Astra Sports Tourer,Break,1600,81,30000,0, 1.41 ,16480
Peugeot,208,Compacte,1199,60,15100,0, 2.67 ,12990
Ford,Mustang,Coupe,2261,233,26200,0, 1.66 ,36900
Volkswagen,Passat Variant,Break,1598,77,34140,0, 3.50 ,22799
Renault,Kangoo,Berline,1461,50,154000,0, 9.42 ,6390
Hyundai,Santa Fe,4x4,1991,82,88240,0, 12.50 ,4950
Smart,forfour,Berline,999,66,19000,0, 1.99 ,10800
Hyundai,i30,Berline,1592,81,47300,0, 1.41 ,15995
Peugeot,208,Compacte,1560,68,33000,0, 4.50 ,10900
Opel,Antara,4x4,2231,120,94700,0, 6.09 ,9950
Peugeot,208,Compacte,1560,55,3945,0, 0.56 ,14500
Audi,A6,Break,1968,140,30000,0, 2.25 ,36900
Porsche,Cayenne,4x4,2967,193,20400,0, 2.41 ,68900
Fiat,500C,Cabriolet,1242,51,11200,0, 2.50 ,10500
Volkswagen,Golf,Berline,1598,77,18987,0, 1.50 ,17999
MINI,Cooper SD Coupe,Coupe,1195,100,44000,0, 6.00 ,13800
Mercedes-Benz,GLK 220,4x4,2143,120,125015,0, 7.75 ,18750
Renault,Kangoo,Monovolume/Camionnette,1461,78,97000,0, 7.50 ,4800
Ford,Mondeo,Break,1997,132,27000,0, 1.33 ,24850
Peugeot,508,Berline,1560,85,25000,0, 1.41 ,23990
Skoda,Octavia,Break,1598,77,125006,0, 5.08 ,9900
Mercedes-Benz,CLA 200,Berline,1595,115,30000,0, 1.74 ,28999
Mercedes-Benz,C 200,Berline,2197,98,14000,0, 6.08 ,31600
Citroen,C4 Cactus,4x4,1560,73,14227,0, 1.58 ,14990
Volkswagen,Golf Cabriolet,Cabriolet,1197,77,25000,0, 1.50 ,23990
Ford,Fiesta,Compacte,1299,44,132539,0, 16.42 ,2299
Jaguar,XF,Berline,2720,152,102000,0, 9.50 ,19900
Alfa Romeo,164,Berline,1995,106,33250,0, 24.76 ,6950
Audi,A3,Berline,1598,77,78000,0, 6.92 ,12500
Hyundai,i30,Berline,1396,73,25965,0, 1.66 ,12750
Dacia,Logan,Break,1390,55,60000,0, 7.75 ,4599
BMW,320 Touring,Break,1995,135,82000,0, 3.50 ,21990
Volkswagen,Caddy,Van,1968,75,30000,0, 1.74 ,15900
Fiat,500,Berline,1242,51,17000,0, 3.33 ,10950
Land Rover,Range Rover,4x4,2926,130,174000,0, 12.00 ,14980
Chevrolet,Cruze,Break,1686,96,69500,0, 4.25 ,10950
Skoda,Fabia,Berline,999,55,2327,0, 1.24 ,10650
Volkswagen,Polo,Berline,999,55,24500,0, 2.08 ,11500
BMW,116 5-TÍ_rer,Berline,1499,80,24031,0, 1.58 ,21490
SsangYong,Korando,4x4,1995,129,81000,0, 6.25 ,12650
Peugeot,Partner,Monovolume/Camionnette,1560,73,333,0, 0.83 ,14538
Volkswagen,Passat Variant,Break,1598,88,75000,0, 2.33 ,21590
Ford,C-MAX,Monovolume/Camionnette,1499,70,19723,0, 1.61 ,15749
Mercedes-Benz,CLA 200,Berline,2143,100,12300,0, 1.83 ,26750
Volvo,V60,Break,1984,100,94118,0, 4.74 ,14990
Peugeot,308 SW,Break,1560,73,18900,0, 1.83 ,18899
Mercedes-Benz,CLA 180,Break,1595,90,17000,0, 0.82 ,27850
Volkswagen,Golf,Break,1598,81,19000,0, 0.82 ,22690
Alfa Romeo,Sonstige,Cabriolet,1300,1,1000,0, 58.87 ,98000
Renault,Koleos,4x4,1995,110,131947,0, 9.16 ,7000
Mercedes-Benz,E 220,Coupe,2143,125,73000,0, 4.16 ,23800
Opel,Astra,Berline,1398,74,83000,0, 4.33 ,8850
Ferrari,328,Cabriolet,3200,199,119950,0, 31.60 ,65900
Citroen,DS3,Compacte,1199,60,15000,0, 2.08 ,12900
Mercedes-Benz,Sprinter,Van,2143,120,42927,0, 2.08 ,26995
Mercedes-Benz,B 180,Monovolume/Camionnette,1595,90,8643,0, 1.24 ,19990
Peugeot,308,Berline,1560,85,333,0, 0.39 ,20320
Opel,Zafira Tourer,Monovolume/Camionnette,1956,96,119000,0, 5.16 ,10995
Opel,Meriva,Monovolume/Camionnette,1364,74,14602,0, 1.08 ,13999
Renault,dCi Energy 110 Intens,Berline,1461,81,18500,0, 1.41 ,18500
Volkswagen,Golf,Berline,1390,55,137000,0, 12.67 ,4900
BMW,118 5-TÍ_rer,Berline,1499,100,13000,0, 1.24 ,23495
Citroen,C-Elysee,Break,1199,53,62000,0, 4.33 ,7000
Opel,Astra,Berline,1248,70,112000,0, 6.92 ,7599
Peugeot,108,Compacte,998,51,17000,0, 0.99 ,10500
Audi,A8,Berline,5998,331,52540,0, 7.83 ,22995
Hyundai,Getz,Berline,1493,65,106000,0, 11.17 ,3790
Opel,Astra,Berline,1686,81,127000,0, 5.16 ,7750
Mercedes-Benz,V 220,Monovolume/Camionnette,2143,120,47511,0, 1.41 ,34950
Renault,Clio,Break,1461,65,130000,0, 6.83 ,6900
Renault,Megane,Cabriolet,1461,81,12704,0, 6.58 ,12990
Audi,A4,Berline,1896,96,128000,0, 14.51 ,2250
BMW,525 Touring,Break,1995,155,110000,0, 4.50 ,21990
Dacia,Logan,Break,1461,63,110000,0, 8.16 ,4490
Mercedes-Benz,B 180,Monovolume/Camionnette,1992,80,107454,0, 5.58 ,13900
Mercedes-Benz,GLK 200,4x4,2143,100,92177,0, 5.67 ,20900
Toyota,Land Cruiser,4x4,4608,234,101,0, 0.08 ,73000
Mercedes-Benz,B 180,Monovolume/Camionnette,1796,80,66050,0, 5.75 ,16500
Opel,Mokka,Berline,1364,103,5000,0, 0.33 ,20000
Porsche,Cayman,Coupe,3436,235,89000,0, 8.75 ,34900
Opel,Mokka,Berline,1686,96,63332,0, 3.16 ,13900
Subaru,Levorg,Berline,1600,125,13500,0, 2.16 ,27950
Kia,Rio,Berline,1248,63,46582,0, 3.25 ,8500
Audi,A3,Berline,1395,81,1600,0, 0.33 ,27900
Fiat,Ducato,Monovolume/Camionnette,2300,109,180000,0, 3.13 ,12100
Renault,Wind,Cabriolet,1149,74,56358,0, 7.16 ,6900
Audi,A4,Break,1984,140,12000,0, 0.33 ,33995
Renault,Captur,4x4,1461,66,11400,0, 2.08 ,14900
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1598,81,13000,0, 1.74 ,19790
Mercedes-Benz,200 D,Berline,2000,44,114821,0, 34.67 ,8500
Mercedes-Benz,B 180,Berline,1595,90,18000,0, 3.67 ,33500
Ford,B-MAX,Monovolume/Camionnette,1560,70,90000,0, 3.83 ,10900
Opel,Corsa,Berline,1229,51,18197,0, 1.74 ,9250
Citroen,Jumper,Van,1997,96,690,0, 0.50 ,16800
Mitsubishi,Pajero,4x4,3200,147,130514,0, 6.00 ,20990
BMW,X1,4x4,1995,105,52232,0, 3.25 ,22500
Citroen,C4 Picasso,Monovolume/Camionnette,1560,85,131000,0, 3.08 ,11350
MINI,Mini,Berline,1397,70,89563,0, 7.67 ,8750
Honda,Civic,Coupe,1590,77,120000,0, 21.42 ,3250
Opel,Insignia,Break,1956,96,60481,0, 5.40 ,12249
Kia,Pro_Cee'd,Berline,1591,99,10000,0, 4.16 ,11990
MINI,Cooper,Compacte,1500,70,25159,0, 2.83 ,16900
BMW,116 3-TÍ_rer,Berline,1995,85,110000,0, 7.08 ,10990
Peugeot,508 SW,Break,1560,85,31977,0, 2.41 ,19500
Audi,Q3,4x4,1968,130,188900,0, 3.58 ,17200
Mercedes-Benz,C 220,Berline,2148,125,168000,0, 9.33 ,9500
Opel,ADAM GLAM,Berline,1398,64,13100,0, 1.68 ,11499
Volkswagen,Polo,Berline,1422,55,20000,0, 2.74 ,13100
Volkswagen,Golf,Berline,1598,77,211000,0, 6.25 ,6500
Volvo,V40,Berline,1969,88,12000,0, 1.33 ,17600
MINI,Cooper SD Paceman,Berline,1995,105,79500,0, 4.58 ,16990
BMW,Z4,Cabriolet,1997,115,47000,0, 3.58 ,31950
Opel,Corsa C,Berline,1248,66,98829,0, 8.67 ,6950
Renault,Grand Scenic,Monovolume/Camionnette,1461,81,70000,0, 2.83 ,14990
Opel,Astra,Berline,1400,92,20850,0, 1.83 ,16995
Subaru,WRX,Berline,2457,221,26000,0, 2.67 ,31000
Porsche,911,Coupe,3200,169,180000,0, 30.43 ,45911
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1197,81,5666,0, 0.66 ,22990
Audi,A6,Berline,1968,100,80000,0, 4.08 ,22990
Rolls-Royce,Silver Spirit,Berline,6750,137,50900,0, 32.85 ,16000
Opel,Meriva,Monovolume/Camionnette,1686,74,124000,0, 7.00 ,6999
Peugeot,308 SW,Break,1560,85,96500,0, 3.33 ,13900
Alfa Romeo,Sonstige,Cabriolet,1975,85,1000,0, 62.87 ,245000
Mercedes-Benz,A 180,Berline,1461,80,65000,0, 4.83 ,16500
Toyota,Hiace,Monovolume/Camionnette,2494,75,101,0, 0.08 ,31581
Citroen,C3,Compacte,1560,55,45000,0, 2.16 ,10500
Toyota,Coaster,Monovolume/Camionnette,3661,69,101,0, 0.08 ,49005
Kia,Carens,Monovolume/Camionnette,1991,100,79864,0, 8.58 ,5399
Chrysler,Sebring,Cabriolet,1996,104,161918,0, 13.75 ,4700
BMW,520 Limousine,Berline,1995,120,145000,0, 11.75 ,7950
Opel,Insignia,Berline,1956,81,81415,0, 2.33 ,12705
Audi,A1,Compacte,1598,77,107737,0, 6.83 ,10350
Renault,Master,Van,2500,88,167000,0, 13.84 ,7490
Mercedes-Benz,CLA 200,Berline,2143,100,65000,0, 2.83 ,28990
Suzuki,SX4,Monovolume/Camionnette,1490,73,110000,0, 9.50 ,4995
Mercedes-Benz,CLA 180,Berline,1595,90,26795,0, 0.66 ,30899
Volkswagen,Tiguan,4x4,1984,162,21362,0, 0.74 ,44990
Opel,Astra GTC,Compacte,1686,81,78000,0, 3.58 ,13950
Smart,forfour,Berline,999,52,9900,0, 2.50 ,9500
Mercedes-Benz,E 200,Berline,2143,100,96000,0, 6.25 ,17950
Peugeot,308 SW,Break,1560,85,16200,0, 1.30 ,20300
Mercedes-Benz,Vito,Van,2143,120,34656,0, 1.66 ,22000
Kia,Sportage,4x4,1995,100,54000,0, 5.41 ,17450
Audi,A3,Break,1598,81,38000,0, 1.24 ,24240
Ford,EcoSport,4x4,998,92,2070,0, 0.50 ,14999
Porsche,Boxster,Cabriolet,3436,235,53000,0, 7.25 ,77900
Opel,Corsa,Berline,1229,51,21990,0, 0.74 ,9950
Mercedes-Benz,B 200,Monovolume/Camionnette,2143,100,34490,0, 2.74 ,22999
Peugeot,Partner Tepee,Break,1560,68,36000,0, 3.58 ,12950
Peugeot,3008,4x4,1560,85,21674,0, 2.12 ,18460
Renault,Talisman,Berline,1461,81,39500,0, 1.66 ,18500
Volkswagen,Golf,Break,1598,85,18000,0, 0.74 ,23990
Mercedes-Benz,GLE 250,4x4,2143,150,13000,0, 1.24 ,59865
Volkswagen,up!,Berline,999,44,11553,0, 0.82 ,9900
Peugeot,308,Berline,1199,96,9000,0, 0.47 ,22980
Volkswagen,Caddy,Monovolume/Camionnette,1598,75,39000,0, 6.58 ,11985
Ford,Thunderbird,Cabriolet,4800,144,145000,0, 62.87 ,37500
Volkswagen,Eos,Cabriolet,1968,103,120649,0, 5.83 ,13990
Audi,Q5,4x4,1968,100,127901,0, 4.25 ,19950
Jaguar,XE,Berline,1999,120,11931,0, 1.66 ,29880
Seat,Leon,Break,1598,81,46000,0, 2.67 ,17800
Renault,Modus,Monovolume/Camionnette,1149,55,109689,0, 7.50 ,4350
Audi,TT,Cabriolet,1798,132,18000,0, 1.83 ,33500
Peugeot,208,Berline,999,50,76200,0, 4.67 ,5499
Audi,A3,Berline,1896,77,123000,0, 10.67 ,7990
Porsche,Panamera,Compacte,4806,294,78000,0, 6.25 ,48920
Peugeot,5008,Monovolume/Camionnette,1560,85,45900,0, 2.33 ,17250
Opel,Zafira Tourer,Monovolume/Camionnette,1956,96,121897,0, 5.67 ,13900
BMW,X3,4x4,1995,120,180000,0, 4.16 ,19999
Audi,A4,Break,1968,88,47000,0, 2.16 ,24500
Volkswagen,Polo,Berline,1422,55,33500,0, 3.25 ,14250
Volkswagen,Caddy,Van,1598,55,53500,0, 2.50 ,12750
Volvo,C30,Coupe,1560,80,109987,0, 7.92 ,9450
Toyota,Corolla,Coupe,1500,53,100048,0, 47.53 ,12500
Porsche,911,Coupe,3800,283,58000,0, 8.67 ,59950
Renault,Duster,4x4,1598,77,101,0, 0.08 ,13298
Mercedes-Benz,C 180,Berline,1595,115,39305,0, 1.33 ,28900
Volkswagen,Transporter,Van,1968,62,144000,0, 5.67 ,12490
MINI,One Cabrio,Cabriolet,1598,72,65000,0, 5.16 ,21900
Audi,A1,Berline,1422,66,9000,0, 1.41 ,20900
Peugeot,Partner Tepee,Break,1560,73,27583,0, 2.08 ,14480
BMW,528 Limousine,Berline,1997,180,82750,0, 5.67 ,25900
Nissan,Juke,Compacte,1461,82,13226,0, 1.83 ,15295
BMW,520 Touring,Break,1995,135,121000,0, 6.25 ,17900
Volkswagen,Golf,Berline,1598,77,97000,0, 4.99 ,13990
Ford,Focus,Berline,1499,88,5000,0, 0.33 ,20990
Peugeot,208,Berline,1199,60,17166,0, 1.58 ,11500
BMW,X3,4x4,1995,100,66450,0, 4.41 ,25995
Jaguar,XK,Cabriolet,4196,219,95000,0, 11.59 ,25000
Fiat,Punto,Compacte,1242,50,73700,0, 5.67 ,6490
Audi,Q5,4x4,2967,176,170000,0, 8.25 ,12500
BMW,X3,4x4,1995,100,49900,0, 3.25 ,29950
Audi,A4,Break,1395,110,12752,0, 1.44 ,27900
Alpina,B3,Break,2979,294,186750,0, 6.33 ,23990
Volkswagen,Passat,Berline,1968,140,10000,0, 0.41 ,38900
Land Rover,Discovery,4x4,2720,140,153000,0, 8.42 ,21900
Opel,Meriva,Monovolume/Camionnette,1686,81,55100,0, 5.50 ,10990
Ford,Fiesta,Berline,1596,88,32000,0, 7.83 ,7500
Skoda,Roomster,Monovolume/Camionnette,1422,59,146043,0, 7.92 ,6750
Opel,Insignia,Break,1956,103,9000,0, 3.74 ,22900
Porsche,Cayman,Coupe,3800,283,285,0, 0.16 ,114900
BMW,218 Coupe,Break,1499,100,22000,0, 2.33 ,22899
Kia,Cee'd,Berline,1396,66,60988,0, 2.74 ,10745
Seat,Alhambra,Monovolume/Camionnette,1968,100,81500,0, 6.92 ,19750
MINI,One D,Compacte,1560,66,89009,0, 7.75 ,8950
Volkswagen,New Beetle,Cabriolet,1896,77,68402,0, 7.25 ,11000
Volkswagen,Golf,Berline,1390,90,99900,0, 8.33 ,10495
Ford,C-MAX,Monovolume/Camionnette,1560,70,111000,0, 6.58 ,9200
BMW,316 Touring,Break,1995,85,72994,0, 4.67 ,18990
Peugeot,Partner,Break,1560,88,14463,0, 0.56 ,17500
Mercedes-Benz,CLASSE C DIESEL (W204),Berline,2148,100,120000,0, 8.33 ,12500
Mercedes-Benz,Vito,Van,2198,100,67800,0, 4.50 ,11900
Porsche,996,Coupe,3596,235,119000,0, 13.42 ,31900
Mercedes-Benz,CLASSE B180AUTOMAAT 1.6Benz.,Monovolume/Camionnette,1595,90,7160,0, 2.78 ,25500
Mercedes-Benz,CLA 200,Break,2143,100,26060,0, 2.25 ,32990
Seat,Ibiza,Berline,1598,66,18723,0, 2.91 ,11990
Land Rover,Discovery,4x4,2495,83,295000,0, 18.34 ,6500
Peugeot,206,Berline,1398,50,136000,0, 8.50 ,3950
Opel,Zafira Tourer,Monovolume/Camionnette,1956,96,113002,0, 5.33 ,11250
Jaguar,XJ,Berline,2993,202,47000,0, 4.25 ,33900
Opel,Astra,Break,1248,70,83998,0, 5.33 ,8250
Mercedes-Benz,C 200,Break,2143,100,34947,0, 1.24 ,30900
BMW,320 Touring,Break,1995,140,79900,0, 1.99 ,24900
Ford,Kuga,4x4,1997,100,113500,0, 8.25 ,11200
Toyota,Hiace,Monovolume/Camionnette,2482,75,101,0, 0.08 ,26499
Seat,Leon,Berline,1395,92,15000,0, 0.58 ,19500
Volvo,V40,Berline,1560,84,88935,0, 4.50 ,12990
Audi,A5,Coupe,2698,120,95000,0, 9.58 ,14900
Audi,A4,Break,1968,110,64000,0, 2.50 ,28995
MINI,Cooper D,Berline,1598,66,33000,0, 4.41 ,13990
Audi,A3,Cabriolet,1395,92,30607,0, 2.58 ,23900
Volvo,V40,Berline,1984,130,142900,0, 4.33 ,13490
Citroen,C3,Berline,1398,50,260000,0, 12.08 ,2450
Land Rover,Range Rover Evoque,4x4,2179,110,98000,0, 4.99 ,28999
Volkswagen,Sharan,Monovolume/Camionnette,1968,100,100000,0, 6.16 ,16500
